1	 34.119824	 20.754483	 22.700002
2	 26.623410	 20.355032	 22.700001
3	 33.047887	 20.834820	 22.700000
4	 31.973061	 20.839361	 22.700000
5	 30.898840	 20.797823	 22.700000
6	 29.826843	 20.717509	 22.700000
7	 28.756195	 20.620227	 22.700000
8	 27.686413	 20.514160	 22.700000
9	 41.199211	 21.058705	 22.700003
10	 40.378749	 20.421752	 22.700012
11	 39.352838	 20.216229	 22.699987
12	 38.303486	 20.287397	 22.699700
13	 37.260645	 20.430112	 22.700240
14	 36.215514	 20.554704	 22.699958
15	 35.167936	 20.657401	 22.699999
16	 41.422898	 22.577169	 22.700002
17	 41.458261	 21.794618	 22.700000
18	 38.116332	 29.831444	 22.699999
19	 38.672683	 28.835354	 22.700003
20	 39.189877	 27.818359	 22.700086
21	 39.696568	 26.796042	 22.699928
22	 40.170534	 25.758325	 22.700134
23	 40.608358	 24.704687	 22.699932
24	 41.066162	 23.659593	 22.699958
25	 30.557590	 36.827582	 22.699996
26	 31.581829	 36.273409	 22.699993
27	 32.566481	 35.651684	 22.700004
28	 33.509583	 34.968471	 22.700000
29	 34.423603	 34.246573	 22.700000
30	 35.336958	 33.523811	 22.700000
31	 36.204618	 32.748257	 22.700000
32	 36.913344	 31.826015	 22.700000
33	 37.525118	 30.834963	 22.700000
34	 17.916657	 39.094055	 22.699990
35	 19.100165	 39.226654	 22.699849
36	 20.287794	 39.312481	 22.700006
37	 21.478359	 39.302395	 22.700003
38	 22.666859	 39.226670	 22.700000
39	 23.853924	 39.130861	 22.700000
40	 25.035550	 38.984266	 22.700000
41	 26.198242	 38.729061	 22.700000
42	 27.327121	 38.351243	 22.700000
43	 28.418769	 37.875750	 22.700000
44	 29.490147	 37.355695	 22.699996
45	 4.895980	 33.502018	 22.699991
46	 5.866631	 34.205761	 22.700121
47	 6.850305	 34.891186	 22.699978
48	 7.850432	 35.552332	 22.700000
49	 8.870787	 36.181786	 22.700000
50	 9.911371	 36.777209	 22.699997
51	 10.971991	 37.336096	 22.700001
52	 12.066774	 37.823547	 22.700094
53	 13.212556	 38.174464	 22.699976
54	 14.380829	 38.443694	 22.700000
55	 15.552346	 38.698636	 22.699999
56	 16.730163	 38.922307	 22.699997
57	 -3.958865	 22.619533	 22.699994
58	 -3.386062	 23.649491	 22.700128
59	 -2.759315	 24.647797	 22.699984
60	 -2.123143	 25.640171	 22.700000
61	 -1.477843	 26.626612	 22.700001
62	 -0.810955	 27.598582	 22.700000
63	 -0.123259	 28.555943	 22.700000
64	 0.596996	 29.488874	 22.700000
65	 1.380572	 30.369183	 22.700000
66	 2.210317	 31.206378	 22.700000
67	 3.066441	 32.016549	 22.699998
68	 3.963442	 32.781108	 22.699923
69	 -7.816414	 10.632417	 22.699998
70	 -7.602424	 11.759989	 22.699995
71	 -7.319408	 12.872574	 22.700000
72	 -7.033079	 13.984344	 22.700000
73	 -6.757834	 15.098923	 22.700000
74	 -6.449081	 16.204586	 22.700000
75	 -6.092319	 17.295755	 22.700000
76	 -5.714038	 18.379709	 22.700001
77	 -5.329987	 19.461628	 22.699994
78	 -4.909146	 20.529655	 22.699987
79	 -4.448291	 21.581131	 22.700287
80	 -7.466695	 0.186523	 22.700005
81	 -7.756802	 1.319716	 22.700032
82	 -7.997521	 2.463973	 22.700031
83	 -8.111200	 3.627633	 22.699993
84	 -8.147267	 4.796771	 22.700037
85	 -8.149683	 5.966449	 22.699671
86	 -8.096596	 7.134829	 22.700071
87	 -8.000116	 8.300581	 22.699996
88	 -7.919865	 9.467549	 22.700034
89	 -3.714535	 -6.881668	 22.700008
90	 -4.468546	 -6.007353	 22.699992
91	 -5.135265	 -5.065038	 22.699913
92	 -5.713430	 -4.065436	 22.700260
93	 -6.271062	 -3.054105	 22.699920
94	 -6.769748	 -2.012873	 22.700015
95	 -7.163974	 -0.927847	 22.699999
96	 2.057927	 -7.917621	 22.700009
97	 1.067946	 -8.247568	 22.700014
98	 0.036099	 -8.402843	 22.700247
99	 -1.004207	 -8.330252	 22.700000
100	 -2.011184	 -8.056279	 22.699946
101	 -2.935691	 -7.575590	 22.700166
102	 5.748816	 -4.692777	 22.700008
103	 5.269892	 -5.567589	 22.699984
104	 4.579553	 -6.292775	 22.699961
105	 3.785708	 -6.904714	 22.699996
106	 2.943669	 -7.448823	 22.700069
107	 6.385071	 3.475542	 22.700005
108	 6.183592	 2.318020	 22.700000
109	 6.006721	 1.156544	 22.700000
110	 5.883292	 -0.011687	 22.700000
111	 5.840825	 -1.185580	 22.700001
112	 5.875373	 -2.359837	 22.700007
113	 5.918563	 -3.533623	 22.699924
114	 10.143684	 11.207422	 22.700003
115	 9.457042	 10.363660	 22.700000
116	 8.823571	 9.479672	 22.700000
117	 8.260535	 8.549011	 22.700000
118	 7.745251	 7.591057	 22.700000
119	 7.290412	 6.603033	 22.700000
120	 6.903481	 5.586577	 22.700000
121	 6.605214	 4.540757	 22.699947
122	 17.386319	 16.901869	 22.700001
123	 16.385796	 16.315851	 22.700000
124	 15.388874	 15.723724	 22.700000
125	 14.407410	 15.106534	 22.700000
126	 13.471447	 14.422588	 22.700000
127	 12.575327	 13.686906	 22.700000
128	 11.712761	 12.912172	 22.700000
129	 10.895980	 12.089544	 22.700000
130	 25.251775	 20.065485	 22.700001
131	 24.209519	 19.848491	 22.700000
132	 23.186714	 19.554583	 22.700000
133	 22.190313	 19.179897	 22.700000
134	 21.205516	 18.775342	 22.700000
135	 20.223232	 18.364771	 22.700000
136	 19.256662	 17.918629	 22.700000
137	 18.312370	 17.427112	 22.700000
138	 25.936331	 20.216247	 22.700000
139	 36.449029	 12.969575	 22.700003
140	 43.178099	 8.391951	 22.700009
141	 37.607577	 12.667241	 22.700260
142	 38.742754	 12.287026	 22.699785
143	 39.808260	 11.745782	 22.700344
144	 40.762826	 11.023541	 22.699996
145	 41.673897	 10.246699	 22.700029
146	 42.487113	 9.369275	 22.699683
147	 28.530285	 12.871307	 22.700003
148	 29.654562	 13.051842	 22.699949
149	 30.785040	 13.188428	 22.699993
150	 31.919076	 13.291313	 22.700087
151	 33.056789	 13.328078	 22.699992
152	 34.193836	 13.268644	 22.699966
153	 35.327813	 13.165595	 22.700029
154	 21.006854	 10.438038	 22.700002
155	 22.028038	 10.931456	 22.699994
156	 23.072103	 11.373838	 22.700005
157	 24.140624	 11.753966	 22.699978
158	 25.217073	 12.111119	 22.700066
159	 26.306894	 12.424439	 22.700011
160	 27.414617	 12.667371	 22.700000
161	 15.161395	 5.114174	 22.700006
162	 15.742034	 6.108025	 22.700020
163	 16.422354	 7.036411	 22.699854
164	 17.216924	 7.869608	 22.699851
165	 18.056867	 8.657406	 22.700240
166	 18.982875	 9.340422	 22.700026
167	 19.980650	 9.915210	 22.699634
168	 13.790902	 -2.927676	 22.700007
169	 13.722694	 -1.748583	 22.700017
170	 13.734877	 -0.567612	 22.699920
171	 13.798007	 0.611810	 22.699960
172	 13.979519	 1.777708	 22.699887
173	 14.319044	 2.908706	 22.699902
174	 14.707583	 4.024143	 22.700085
175	 17.045263	 -10.485051	 22.700008
176	 16.357800	 -9.690146	 22.699999
177	 15.729793	 -8.847621	 22.700003
178	 15.187649	 -7.947856	 22.699997
179	 14.745574	 -6.994522	 22.700000
180	 14.355463	 -6.018603	 22.700000
181	 14.058104	 -5.011278	 22.700000
182	 13.891141	 -3.973933	 22.700000
183	 24.000063	 -15.246597	 22.700009
184	 23.021154	 -14.828325	 22.700000
185	 22.059284	 -14.372336	 22.700000
186	 21.123088	 -13.865716	 22.700000
187	 20.209344	 -13.319682	 22.699999
188	 19.348156	 -12.694935	 22.700000
189	 18.550659	 -11.989954	 22.700000
190	 17.782836	 -11.252611	 22.700000
191	 32.175649	 -16.795222	 22.700010
192	 31.125639	 -16.830588	 22.700000
193	 30.075282	 -16.812873	 22.700000
194	 29.029340	 -16.716927	 22.700280
195	 27.994275	 -16.537662	 22.700000
196	 26.973983	 -16.287730	 22.700000
197	 25.971891	 -15.972294	 22.700000
198	 24.981492	 -15.621638	 22.700000
199	 39.941475	 -14.292749	 22.700011
200	 38.935777	 -14.906526	 22.700066
201	 37.869643	 -15.406801	 22.699888
202	 36.765172	 -15.817558	 22.699775
203	 35.647673	 -16.191501	 22.700131
204	 34.511204	 -16.502051	 22.699972
205	 33.350066	 -16.700165	 22.700003
206	 45.629840	 -8.341944	 22.700011
207	 45.032555	 -9.372100	 22.700003
208	 44.359377	 -10.354176	 22.699998
209	 43.606474	 -11.276626	 22.700001
210	 42.786733	 -12.140200	 22.700054
211	 41.887799	 -12.920588	 22.699884
212	 40.928017	 -13.625597	 22.699825
213	 46.615624	 0.239779	 22.700010
214	 46.795106	 -0.846364	 22.699999
215	 46.887653	 -1.942917	 22.700000
216	 46.883712	 -3.043789	 22.700169
217	 46.837283	 -4.143693	 22.699999
218	 46.706210	 -5.236179	 22.700170
219	 46.460527	 -6.309093	 22.700001
220	 46.111108	 -7.352187	 22.700004
221	 43.770131	 7.448422	 22.700001
222	 44.341016	 6.492010	 22.700024
223	 44.857301	 5.505234	 22.700093
224	 45.320515	 4.492290	 22.700000
225	 45.737754	 3.459654	 22.700003
226	 46.091982	 2.403730	 22.700000
227	 46.387593	 1.329960	 22.699987
228	 -12.437439	 10.299542	 22.700001
229	 -7.869969	 25.232243	 22.699999
230	 -12.351719	 11.419036	 22.700003
231	 -12.210300	 12.532821	 22.700003
232	 -12.008299	 13.637236	 22.700002
233	 -11.752238	 14.730422	 22.700002
234	 -11.461810	 15.815059	 22.700001
235	 -11.154468	 16.895036	 22.700001
236	 -10.829166	 17.969730	 22.700001
237	 -10.482348	 19.037678	 22.700000
238	 -10.123239	 20.101570	 22.700000
239	 -9.757731	 21.163276	 22.700000
240	 -9.359732	 22.213115	 22.699999
241	 -8.905705	 23.239941	 22.699999
242	 -8.401142	 24.242969	 22.699999
243	 -7.300698	 26.256349	 22.699999
244	 3.273565	 37.795026	 22.699998
245	 -6.731634	 27.234167	 22.699998
246	 -6.139732	 28.198323	 22.699997
247	 -5.523130	 29.146864	 22.699997
248	 -4.880390	 30.077894	 22.699997
249	 -4.214666	 30.992631	 22.699997
250	 -3.517686	 31.883718	 22.699996
251	 -2.781665	 32.742836	 22.699996
252	 -2.013612	 33.573488	 22.699996
253	 -1.218269	 34.378034	 22.699996
254	 -0.390002	 35.148583	 22.699996
255	 0.478393	 35.873508	 22.699995
256	 1.384432	 36.550914	 22.699995
257	 2.315443	 37.193657	 22.699995
258	 17.653494	 42.706998	 22.699998
259	 4.315457	 38.347639	 22.699995
260	 5.369056	 38.877810	 22.699995
261	 6.426242	 39.400799	 22.699995
262	 7.487270	 39.915936	 22.699995
263	 8.556476	 40.413842	 22.699995
264	 9.638624	 40.882871	 22.699995
265	 10.739929	 41.304743	 22.699995
266	 11.860718	 41.671819	 22.699995
267	 12.997584	 41.985563	 22.699995
268	 14.147950	 42.245505	 22.699995
269	 15.309154	 42.451710	 22.699996
270	 16.478437	 42.605662	 22.699996
271	 32.458369	 40.060193	 22.700000
272	 18.824881	 42.762183	 22.699996
273	 19.997480	 42.776510	 22.699996
274	 21.169882	 42.750602	 22.699997
275	 22.340791	 42.685862	 22.699997
276	 23.509665	 42.590879	 22.699997
277	 24.677024	 42.478702	 22.699997
278	 25.840635	 42.333608	 22.699998
279	 26.992936	 42.116847	 22.699998
280	 28.129480	 41.828238	 22.699998
281	 29.252860	 41.491841	 22.699999
282	 30.357231	 41.097908	 22.699999
283	 31.426539	 40.617205	 22.699999
284	 42.653530	 28.021647	 22.700003
285	 33.439828	 39.465632	 22.700000
286	 34.390167	 38.822630	 22.700001
287	 35.303732	 38.128287	 22.700001
288	 36.188162	 37.397121	 22.700002
289	 37.040101	 36.628451	 22.700002
290	 37.838934	 35.804913	 22.700003
291	 38.576893	 34.926350	 22.700003
292	 39.258052	 34.002968	 22.700004
293	 39.892851	 33.047040	 22.700004
294	 40.494893	 32.070087	 22.700005
295	 41.074594	 31.079702	 22.700005
296	 41.630582	 30.075826	 22.700006
297	 42.158952	 29.057156	 22.700006
298	 49.492356	 12.494697	 22.700007
299	 43.108217	 26.979162	 22.700007
300	 43.523613	 25.920437	 22.700008
301	 43.891957	 24.844446	 22.700008
302	 44.218160	 23.754902	 22.700009
